age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,sleep_quality_encoded,gender_male,target
-0.9540987207341913,1.6578328019529454,0.6591770324823872,1.6188297640331655,0.03402616348899273,0.8342756727359149,-1.1910941761284621,-1.1873669281796289,-1.2723354351300666,-1.6133890005208396,2.0790174603038163,-0.6914941430305359,1.161178967649663,0.9152443836355493,0.27005228630636946,0.975304830396693,2
1.5197959743415,-1.2996489061890784,1.075243889138229,1.6188297640331655,0.3982824591230753,-0.3685934743601522,1.2860514241387035,0.8801159939227476,-1.6221985245333848,1.5674436401555143,-0.6789097477047837,-0.5244306670590502,-0.8611936900855992,-1.0926043556014877,1.6091545324536563,-1.0253204627247283,1
0.5302380963112234,-1.5953970770032808,0.7978659847010008,-1.731435916058467,1.612470111236681,-1.7433010710413719,1.2860514241387035,-1.1873669281796289,-0.5726092563234305,-1.2599631515568004,-2.0578733517090835,2.750013461982067,-0.8611936900855992,-1.0926043556014877,0.27005228630636946,-1.0253204627247283,0
-0.4593197817190531,1.41137599294111,0.31245465193585237,-0.1958974793498019,0.849266444193843,-0.3685934743601522,0.04747862400512067,-1.5319474151966916,0.47698001188652356,1.214017791191475,1.251639297901236,0.1299012804959346,1.161178967649663,-1.0926043556014877,0.27005228630636946,0.975304830396693,1
-0.4593197817190531,0.08050922427719942,-1.0744348702502873,1.758424167370317,-1.0760882613005895,0.6624372231507623,0.04747862400512067,-0.8427864411625662,-0.2227461669201125,-1.2599631515568004,0.6540884028327062,-1.4217007525892376,-0.8611936900855992,0.9152443836355493,-1.0690499598409173,-1.0253204627247283,1
1.5197959743415,1.41137599294111,-1.4211572507968222,0.9208577473474087,-0.6251042762298219,-0.7122703735304572,1.2860514241387035,-0.8427864411625662,-0.2227461669201125,0.5071660932633962,1.6193629256357163,-1.3466450291932246,1.161178967649663,-1.0926043556014877,-1.0690499598409173,-1.0253204627247283,2
1.0250170353263617,-1.003900735374876,-0.03426772861068253,0.9208577473474087,-0.6251042762298219,-0.5404319239453048,-1.1910941761284621,-1.1873669281796289,-1.2723354351300666,-0.19968560466468235,-0.6329442942379735,-0.7078729151846032,-0.8611936900855992,-1.0926043556014877,0.27005228630636946,-1.0253204627247283,1
0.035459157296085175,-0.2645303083393701,-1.5598462030154363,-1.731435916058467,-1.0240516476385781,0.49059877356561,-1.1910941761284621,0.19095501988862215,1.5265692800964776,-0.19968560466468235,-0.8168061081052136,0.28861158266884634,-0.8611936900855992,0.9152443836355493,-1.0690499598409173,0.975304830396693,1
1.5197959743415,-0.6095698409559396,-1.0050903941409806,0.5020745373359549,-1.6484910115827183,-0.19675502477499981,1.2860514241387035,-1.5319474151966916,1.5265692800964776,1.214017791191475,-0.40311702690392354,-1.0004717545046815,-0.8611936900855992,-1.0926043556014877,-1.0690499598409173,-1.0253204627247283,1
-0.4593197817190531,-1.2996489061890784,-1.0744348702502873,-0.33549188268695335,1.3522870429266227,0.14692187439530519,1.2860514241387035,-1.5319474151966916,-1.6221985245333848,-0.5531114536287216,-1.3224260962401235,-0.6235549961354654,-0.8611936900855992,0.9152443836355493,-1.0690499598409173,0.975304830396693,0
0.035459157296085175,1.312793269336376,-0.4503345852665248,1.6188297640331655,0.29420923179905184,0.3187603239804574,0.04747862400512067,-0.15362546712844063,0.8268431012898416,1.214017791191475,1.7572592860361458,-1.1369967456211643,1.161178967649663,0.9152443836355493,-1.0690499598409173,0.975304830396693,2
-1.4488776597493296,0.1790919478819336,-1.2131238224689014,1.0604521506845601,1.612470111236681,0.3187603239804574,-1.1910941761284621,-1.5319474151966916,1.5265692800964776,0.8605919422274356,0.5161920424322763,-1.2937181968896532,-0.8611936900855992,0.9152443836355493,-1.0690499598409173,0.975304830396693,1
0.035459157296085175,0.8198796513127053,0.5204880802637732,1.2000465540217116,-1.6831820873573928,1.1779525719062196,0.04747862400512067,-0.15362546712844063,0.47698001188652356,0.15374024429935695,1.1597083909676165,-0.580118492382879,1.161178967649663,0.9152443836355493,0.27005228630636946,0.975304830396693,2
0.5302380963112234,1.1156278221269076,-0.5196790613758315,-0.8938694960355587,0.5197012243344357,0.49059877356561,0.04747862400512067,-1.5319474151966916,1.5265692800964776,1.5674436401555143,0.7460193097663262,0.19553336034187563,1.161178967649663,0.9152443836355493,-1.0690499598409173,-1.0253204627247283,1
-0.4593197817190531,0.57342284230087,-0.3809901091572174,-1.3126527060470128,0.8839575199685175,-0.5404319239453048,-1.1910941761284621,-1.5319474151966916,1.1767061906931597,-1.6133890005208396,0.10250296123098622,0.807436488602515,1.161178967649663,-1.0926043556014877,-1.0690499598409173,0.975304830396693,1
-0.9540987207341913,-0.4616957555488383,-0.7970569658130597,-1.5918415127213155,-0.0006649122856809947,-1.2277857222859145,1.2860514241387035,-0.4982059541455034,1.5265692800964776,-1.2599631515568004,-0.9547024685056436,0.8451417869988574,-0.8611936900855992,-1.0926043556014877,-1.0690499598409173,-1.0253204627247283,0
-1.4488776597493296,-1.4968143533985465,-1.5598462030154363,-0.47508628602410485,-0.6944864277791709,-0.8841088231156097,1.2860514241387035,-0.4982059541455034,-0.2227461669201125,0.8605919422274356,-1.5522533635741735,-0.8515966408365429,-0.8611936900855992,-1.0926043556014877,-1.0690499598409173,0.975304830396693,0
0.035459157296085175,-0.7081525645606735,-0.24230115693860396,-1.3126527060470128,-1.527072246371358,1.5216294710765244,1.2860514241387035,1.5692769679568732,0.47698001188652356,1.5674436401555143,-1.0925988289060737,0.9280934434708098,-0.8611936900855992,0.9152443836355493,0.27005228630636946,0.975304830396693,0
0.035459157296085175,1.0663364603245407,0.24311017582654504,0.2228857306616519,0.15544492870035384,0.6624372231507623,1.2860514241387035,1.5692769679568732,1.1767061906931597,-1.6133890005208396,1.067777484033996,-0.20566587382610121,1.161178967649663,0.9152443836355493,0.27005228630636946,-1.0253204627247283,1
-0.9540987207341913,-1.6446884388056477,0.7978659847010008,-1.03346389937271,1.4910513460253207,-0.3685934743601522,1.2860514241387035,0.8801159939227476,-0.5726092563234305,0.15374024429935695,-1.8740115378418434,1.3745241764835021,-0.8611936900855992,-1.0926043556014877,0.27005228630636946,-1.0253204627247283,0
